text_akhir,polarity_score,polarity
hmm gamenya bagus ntah knp kadang kalo join room suka sinyalnya bagus pas room kadang suka roomnya gada orang yg masuk ditunggu menit orang tok sebel,4,positive
tolong update aplikasi dibuka blackscreen mohon penjelasan restart hapus cache mohon developer menanggapi komentar update yooo keren mapnya cube gratis tinggal sinyal server semoga permainan,-3,negative
tolong cheat dihilangin suka nge cheat gamenya langsung menanginkan seru kadang suka ngelag gitu jaringan bagus bagus aja game lumayan seru kalo area cctv nyadibanyakin map dibesarin,8,positive
lumayan bagus downloadnya datanya udah unlimited yah jaringannya bagus downloadnya huhuhu btw nanya map gk pengen map arship youtube udh pengen bicara klok map arship youtube liat bagus kebesarran klok ngekill gk ketauan saking besarnya map tolong perkecil gk perkecil klok menurutku gk diperkecil impostornya gk ketauan,-14,negative
game bagus tambahkan fitur bagus pertemanan tau teman bermain masuk room perkumpulan call diskusi ketik berbicara kejadian mudah yg berbicara matikan mic aja tambahin seru terima kasih,-4,negative
gamenya keren seru banget suka kesal kalo crewmate dituduh huhu gapapa kesal bentaran doang tolong kalo player suka left permainan selesai ban aja merugikan crewmate impostor bantu ngerjain task sabotase berkurang terimakasih salam sejahtera,2,positive
game bagus tolong diperbaiki disconnect disconnect main auto disconnect keamanan game tolong ditingkatkan cheater game populer tolong respect respons masyarakat permasalahan sekian terima kasih,18,positive
game dah bagusaspek gameplay udah bagus kalo diubah bagustapi mengalami disconnectlagijadi aja deh yg developer perbaikinfokus server biar lancar tambahin maphatskin,-2,negative
bug player bug bermain server freeplayyang menyebabkan karakter player titik anehdan player transparanini pemain among us nyamanjadi tolong perbaiki bug itumohon perhatiannya,-5,negative
game udah bagus mohon bugnya diperbaiki secepatnya menggangu saranku bikin menu add friend biar mudah mengajak teman bermain nick dirubah akun dipakaikan id player nicknya terdeteksi id,4,positive
saran tambahin voice note gitu kalo diskusi mudah bicara ketik far game bagus keren tolong perbaiki disconnect tolong njing udah enak enak impostor dc jaringan stabil udh ganti server,8,positive
suka gamenya seru lucu gitu karakternya suka yg diperbaiki sistemnya karna main banget disconnect jaringan pafahal jaringan bagus bagus aja skrg banget cheater terganggu gitu developer tolong perbaiki kebijakan kebijakan game kejadian terulang,12,positive
gamenya seru server asia spesifiknya asia tenggara indonesia servernya lagging ms wifi mbpsmenggunajan kuota g membantu tolong tingkatkan servernya negara pengalaman bermain terbaik koneksinya memiliki grafis map gameplay seru menarik server jelek pemain menikmati gameplay grafis,-5,negative
gmae bagus sudha upgrade gelap jalan menuntaskan misi terganggu kusor bergeraknya tersendat selancar upgrade giliran gk upgrade gk masuk gimana,-2,negative
gamenya bagus seru crew tempatnya tantangannya seru bertemu players mode kenalan gk mode game mode khussus player dunia bertemu kenalan chat duscord kaya open world gitu pesawat bikin pesawat game bagus,-3,negative
bagus cuman kaya seru bug mohon utk developer menciptakan server trtntu indonesia negara pemain berinteraksi jaringan bagus kadang suka eror mohon diperbaiki,-7,negative
among us bagus bgtt lucu karakter main kejar kejaran mencari impostor update among us jelek error mohon diperbaiki suka main game diperbarui dimainkan layar bermain aneh bagus mohon perbaiki,-15,negative
kekurangan kayak disconect servernya kadang masukmungkin penuh kali ping server stabil kadang suka lag kalo kasih hukuman suka crewmate seru kalo crewmatenya,8,positive
update skrg lambat ribet ngetiknya g manual trs login pake email beda banget yg booming seruan yg skrg dont like fun first,-4,negative
kasih aplikasi bintang kasih bintang pengalaman main among us pas use tombol susah bnget detik pencet tombol udh usetapi gk yg among us bnget cheaternya yg nge bug sekian aja kalo yg bagusshanya aja kekurangan,-3,negative
developer kalo tambahin slot pemain pembunuh cepat permainan kalo buatin server negara contohnya asiaindonesia terimakasih permainan,2,positive
lumayan bug pas join server orang tiba² layar item kadang pas main tombol discusi sebelah layar error kadang orang diem gerak kasih bintang bug diperbaiki,-1,negative
seru kalo mabar bareng temen kemaren sempet install trus main kali kendala habis gw uninstall gw download error gabisa masuk find match gabisa bikin room habis main trus match end ngestuck screen tf,-8,negative
gamenya hits si tolong bug diperbaiki disconnected server internet bagus chat ghost kasian ngetik pergi jalan awan gara bug orangnya left mati ditemuin corpse discussion berkeliaran discussion tolong diperbaiki nyaman mainnya,-3,negative
game bagusmungkin kedepannya tolong ditambah map fitur oh tolong warna topi dipakai gratis jujur topi membosankan tolong mengurangi bug tolong keringanan penggunaan data seluler terimakasih,15,positive
game seru banget suka banget mabar temen cuman main langsung kalah langsung menang tolong perbaiki bagus banget gamenya ko kadang kadang find game suruh update error kali yaayo download nyesel deh mainnya pandai bohong aja wkwk impostor crewmate kalo lengkap gamenya langsung sekian terima kasih boong dosa gapapa developernya tanggung dosanya,-6,negative
among us update gini mengharap update terbaru bagus gini bikin nama ngetiknya dibatesin tau map indo yg kalo among us tau map yg indo gomong ama pleyer ubah among us kembalikan bintang,-15,negative
permainan seru memiliki grafik ringan masukan tim developer pilihan bahasa indonesia pemain indonesia berbicara bahasa inggris bermain room pilihan bahasanya english tolong berantas cheater skin pet bayar membunuh,-8,negative
yg bilang updatenya jlek ngotak dev cuman woe elah kasian bug parah yg lihat posisi positifnya main gamenya bug gitu doang terobos ajalah susahnya intinya lihat posisi positifnya aja bro tunggu aja update,-4,negative
gamenya bagus tolong adakan fitur teman mudah bermain orang klo adakan fitur grup tolong kenakan sanksi cheater sngat mengganggu tambahkan warna bosan selebihnya bagus tingkatkan developer,-3,negative
update nama ganti dipilihin namaku goolux ngechat emergency meeting report body mode engak main map airship gerak ngestuck ngomong nama dipilihin ngestuck mode barunya,0,neutral
gw bilang aja game bagus banget grafiknya aja aura keteganganya berasa banget kedepanya tolong develooper updatenya isikan friend list pas maching masukin kode tinggal undang aja player udah bosen maching kedepanya tolong dipercepat kalo dtk maching kalo udah gitu mainya seru,1,positive
kasih bintang karna bermain bug game jaringan bagus ping game jelek tolong devoper diperbaiki mengupdate mementingkan bug bug player alami betulin bug kawan jan update suka game bug bug meresahkan,-1,negative
game bagus menarikkenapa game fitnah dituduh impostor temen gua sampai² percaya gua crewmate gua dibuang wkwkwk pokoknya game seru banget masing² pemainnya memiliki kekuatan random disetiap matchnya kekuatan detective menghilang gerakan cepat jejak kaki impostor kekuatan mekanikbisa benda² unik aja semoga dibaca tq,1,positive
udah bagus seneng banget main bosen nge bug byk fitur yg bingungin segitu aja si saran mending gausah ditambah fitur² deh nambah map aja uda settingannya pakai kaya aja biar problem main makasih,-9,negative
gamenya seru menarik pengalaman terbaik memainkan tp knp kasih bintang krn fitur voice berdiskusi mencari impostorx tau pakai keyboard makai fitur voice discord tp tdk orang memunyai kecepatan jari cepat menekan keyboard memmunyai kecepatan jari cepat tdk orang betah ngiistal discord jdi tolong tambahkan fitur voice updte oke,1,positive
mantap cuman bug nih pas didkusi kotak diakusinya suka muncul layarnya tetep game trus suka disconnect server sinyal bagus aja mohon diperbaiki,8,positive
game rame game seru sampe berhenti main among us kadangkadang main among us bermasalah nyelesain misi task eh mencet emergency pengen nyelesain task pas bikin map join pas join map orang rame kadangkadang lag wajarlah yak v newbie among us tetep kasih bintang twt,14,positive
suka update quick chat ngetrending pertahankan kualitasnya publik tertarik ngecheat melayang room gabisa mati kill countdown skip diskusi quick chat aja ngecheat update quick chat merugikan ngomong robot ckck suka chat bebas kea sensasinya berasa tolong perbaiki gamenya terlambat,11,positive
gamenya bagus bangetcuman tolong kasih fitur add friend ama pilih server yg dimasukin kadang masuk suka full room tolong kasih server indonesia bahasanya aj sarannya semoga gamenya berkembang,3,positive
game bagustapi kekurangan game inibisa nggak kalo bermain jaringan wifi sungguh oenting biaskah depelopernya sekian terima kasih,4,positive
game seruu recommend party temen tpi klo next update tambahin profil playeruser menambah teman adain voice room lama² cape ngetik kalo gerak cepat tpi voice utama yg mesti adain,-4,negative
seru gamenya ping didalem game tuh banget sampe bug karakter gw diem mulu gabisa gerak pas gw impostor gmn kesel coba adain server khusus indo maen org nub,2,positive
sgt suka game bug mengganggu tolong diperbaiki bug nyaa ttp kasi game emang bagusseru kalo udh diperbaiki bug balas komentar utk yg game doakan game cepat ramee oiya namaku adinda,6,positive
map udh bagus sistem quick chat player guest sulit berkomunikasi tolong ubah quick chat kalo ubah rating among us menurun pemain tolong mendasak developer fix quickchat game mudah ok,5,positive
remidi muatan bahasa indonesia jawabalah gagasan pokok kalimat gagasan pendukung kalimat mudah menemukan gagasan pokok bacaan membaca melalukan membaca kekeliruan poster dipasang sari membaca teks petunjuk penggunaan hp mengirim pesan langkah membuka tombol kunci hp pilih menu,4,positive
gameplay fun klo main teman jujur yg bikin sy udh jarang main among us mapnya yg task yg kesan yg monoton bikin bnyak orang bnyak yg berhenti main klo respon developer cepat nambah bnyak map trend jdi laku tpi yh daya sy player sy paham kesulitan yg penambahan konten game susah,1,positive
game seru banget deh kayak main murder mystery minecraft mabar pokoknya game keren banget saran nih tambahin mode rank sistem nge report cheater mengganggu tambahin fitur pertemanani mabar mudah sistem akun membeli skin pet tersimpan mengganti perangkat selebihnya bagus saran game,-8,negative
kasih bintang dlu kekurangan ngebug kadang suka disconet kasih bahasa indonesia kasih voice note berkomunikasi main game bagus banget seru,2,positive
game viral langsung download trs pas mainkan yg ngelag bug bermasalah seru banget skrng game updatediperbaharui byk bug ngelag parah hp yg ak pake spek kentang pdhal among us yg yg viral tuh bagussss banget nyaman seru tp skrng pake skin gratis tp ngelag paraaaaaaaahhh udh ak uninstal aja semoga among us lg kaya duluuu,14,positive
developer merekomendasikanyang tolong kasih biar masuk mengganggu keseruan klo masuk menang gameplaynya tolong hadiah gitu gold dolar beli skin peliharaansekian terimakasih,2,positive
game seru bagus sayangnya game suka room alasan mohon developer perbaiki lagisaran developernya hapus cheat impostor crewmate suka kesel impostor tambahin fitur add friend fitur mic diskusi tambahin fitur fitur menarik terserah developer aja perbaiki bug bug tambahin map biar bosen terima kasih,-9,negative
game bagus disconect jaringan bagus tolong perbaiki server tingkatkan sistem game saran tolong tambahkan pilihan costumize warna hiasan perbanyak peta menambah teman tambahkan peran game,9,positive
tolong tangani cheater bermunculan game bagus bug koneksi buruk coba main game berat sinyal stabil log main among us sayang cheater bermain sportif resah marah fitnah² salah mengatur strategi game strategi kolom fitnah,-14,negative
game ny udah bagus banget kadang kalo udh main keseruan pemainya disconect tolong fitur add friends pengennya levelnya peringkatnya skinpet dikasih gitu gratisan udah level permainannya tolong pilihan biar ngk bosan mainnya kalo ajak teman udah add friends langsung diajak ngk nulis nulis kode tolong diperbaiki makasih,27,positive
